id,ttr,hapax_ratio,yules_i_inv,avg_word_len,avg_sent_len_words,max_repetition_ratio,stopword_ratio,punctuation_density,bigram_entropy,topic_similarity,rb_score
0,0.4812286689419795,0.624113475177305,0.07693603704443881,4.614334470989761,20.928571428571427,0.051194539249146756,0.4778156996587031,0.014285714285714285,5.453050445929037,0.0,32.33017219806996
1,0.5340501792114696,0.7181208053691275,0.07708243178876674,5.745519713261649,19.928571428571427,0.05734767025089606,0.3655913978494624,0.007337526205450734,5.463623394329186,0.0,37.597645287884305
2,0.5959183673469388,0.7671232876712328,0.07795201454498232,5.285714285714286,13.61111111111111,0.0653061224489796,0.3877551020408163,0.009481668773704172,5.387074614390799,0.0,35.24080201276906
3,0.5457627118644067,0.6894409937888198,0.08457034571560458,5.583050847457627,19.666666666666668,0.0576271186440678,0.39661016949152544,0.016137165910237016,5.47726291737147,0.0,37.28395561258708
4,0.5979381443298969,0.7413793103448276,0.08759973559012744,5.463917525773196,19.4,0.061855670103092786,0.38831615120274915,0.007861635220125786,5.563842483109026,0.0,38.889566439841694
5,0.6243243243243243,0.8051948051948052,0.09634738545991976,5.551351351351351,30.833333333333332,0.04864864864864865,0.40540540540540543,0.011745646010530578,5.8403364952124095,0.0,46.23661256442592
6,0.6348684210526315,0.8290155440414507,0.08292773973094429,5.177631578947368,19.0,0.05592105263157895,0.4309210526315789,0.009942438513867086,5.689129769074855,0.0,39.440518054677106
7,0.5871886120996441,0.7696969696969697,0.07331834671821914,5.750889679715303,21.615384615384617,0.0711743772241993,0.4234875444839858,0.010357327809425169,5.4898987578704475,0.0,38.147511256529434
8,0.583916083916084,0.7365269461077845,0.07478176917816484,5.538461538461538,22.0,0.07692307692307693,0.45104895104895104,0.008421052631578947,5.564933746666762,0.0,36.763483623393526
9,0.5479876160990712,0.7457627118644068,0.07493128420078875,5.696594427244582,23.071428571428573,0.058823529411764705,0.3746130030959752,0.010468821119708694,5.683571322715416,0.0,39.15736798817681
10,0.5411764705882353,0.6884057971014492,0.09171044744543563,5.109803921568627,18.214285714285715,0.0392156862745098,0.42745098039215684,0.006957621758380772,5.406688841067023,0.0,36.99182747931983
11,0.5445544554455446,0.7212121212121212,0.08967395285644097,4.894389438943894,27.545454545454547,0.0462046204620462,0.4752475247524752,0.011019283746556474,5.574965975090873,0.0,39.39677340477845
12,0.6078431372549019,0.7849462365591398,0.08819972193859288,5.150326797385621,25.5,0.06209150326797386,0.4150326797385621,0.010471204188481676,5.645872570016811,0.0,40.993961160962336
13,0.5018867924528302,0.6842105263157895,0.06686662381870553,4.8641509433962264,26.5,0.05660377358490566,0.43018867924528303,0.009505703422053232,5.317322516670736,0.0,36.224152730973636
14,0.5656934306569343,0.7096774193548387,0.10241230104382083,5.208029197080292,27.4,0.043795620437956206,0.4124087591240876,0.013271783035199077,5.416573330998089,0.0,42.44539931994644
15,0.4204946996466431,0.5546218487394958,0.05455323212693508,5.137809187279152,28.3,0.0636042402826855,0.4381625441696113,0.009642654566080544,5.347814208546116,0.0,32.14997160064238
